FID,sa4_code21,sa4_name21,sa4,week,resp_n_1920,resp_rate_1920,resp_n_1419,resp_rate_1419,asth_n_1920,asth_rate_1920,asth_n_1419,asth_rate_1419,copd_n_1920,copd_rate_1920,copd_n_1419,copd_rate_1419,bre_n_1920,bre_rate_1920,bre_n_1419,bre_rate_1419,hea_n_1920,hea_rate_1920,hea_n_1419,hea_rate_1419,heaa_n_1920,heaa_rate_1920,heaa_n_1419,heaa_rate_1419,cere_n_1920,cere_rate_1920,cere_n_1419,cere_rate_1419,ches_n_1920,ches_rate_1920,ches_n_1419,ches_rate_1419,men_n_1920,men_rate_1920,men_n_1419,men_rate_1419,burn_n_1920,burn_rate_1920,burn_n_1419,burn_rate_1419,deh_n_1920,deh_rate_1920,deh_n_1419,deh_rate_1419
s4_geo.fid--2c346315_187d5bf56ff_5de9,216,Shepparton,216,2019-10-06T00:00:00,110,82.40070343,88,65.60114288,10,7.49097347,10,7.45467567,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,34,25.46930885,36,26.83683205,8,NaN,7,NaN,7,NaN,10,7.45467567,49,36.70576859,38,28.32776642,25,18.72743225,17,12.67294788,NaN,NaN,6,NaN,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dea,216,Shepparton,216,2019-10-13T00:00:00,96,71.91334534,87,64.85567474,11,8.24007034,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7.45467567,38,28.46569824,37,27.58230019,7,NaN,14,10.43654633,7,NaN,9,NaN,41,30.71299171,40,29.8187027,33,24.72021294,24,17.89122009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5deb,216,Shepparton,216,2019-10-20T00:00:00,75,56.18230057,82,61.12834167,6,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,21.72382355,25,18.63668823,6,NaN,6,NaN,NaN,NaN,7,NaN,51,38.20396423,51,38.0188446,30,22.47291946,36,26.83683205,13,9.73826504,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dec,216,Shepparton,216,2019-10-27T00:00:00,87,65.17147064,102,76.03768921,15,11.23645973,14,10.43654633,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,25,18.72743225,32,23.8549614,NaN,NaN,NaN,NaN,6,NaN,7,NaN,55,41.20035553,53,39.50978088,24,17.97833633,33,24.60042953,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5ded,216,Shepparton,216,2019-11-03T00:00:00,77,57.68049622,104,77.52862549,9,NaN,19,14.16388416,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,48,35.95667267,27,20.12762451,5,NaN,NaN,NaN,NaN,NaN,10,7.45467567,47,35.20757675,41,30.56417084,45,33.7093811,27,20.12762451,NaN,NaN,5,NaN,7,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dee,216,Shepparton,216,2019-11-10T00:00:00,89,66.66966248,107,79.76502991,11,8.24007034,10,7.45467567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34,25.46930885,39,29.07323456,NaN,NaN,10,7.45467567,11,8.24007034,NaN,NaN,48,35.95667267,55,41.00071716,37,27.71660042,36,26.83683205,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5def,216,Shepparton,216,2019-11-17T00:00:00,59,44.19674301,76,56.65553284,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,39,29.21479607,33,24.60042953,10,7.49097347,NaN,NaN,6,NaN,10,7.45467567,50,37.45486832,53,39.50978088,30,22.47291946,24,17.89122009,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df0,216,Shepparton,216,2019-11-24T00:00:00,80,59.92778778,80,59.6374054,9,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,45,33.7093811,45,33.54603958,NaN,NaN,5,NaN,5,NaN,6,NaN,39,29.21479607,51,38.0188446,28,20.97472572,31,23.10949326,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df1,216,Shepparton,216,2019-12-01T00:00:00,79,59.17869186,89,66.34661102,7,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33,24.72021294,31,23.10949326,7,NaN,NaN,NaN,5,NaN,5,NaN,49,36.70576859,49,36.52790833,21,15.73104382,36,26.83683205,7,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df2,216,Shepparton,216,2019-12-08T00:00:00,73,54.68410492,87,64.85567474,NaN,NaN,13,9.69107819,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,39,29.21479607,30,22.36402702,7,NaN,NaN,NaN,7,NaN,NaN,NaN,41,30.71299171,38,28.32776642,27,20.2256279,31,23.10949326,NaN,NaN,7,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df3,216,Shepparton,216,2019-12-15T00:00:00,68,50.93861771,96,71.564888,6,NaN,10,7.45467567,NaN,NaN,NaN,NaN,5,NaN,5,NaN,39,29.21479607,37,27.58230019,7,NaN,6,NaN,9,NaN,8,NaN,54,40.4512558,57,42.49164963,27,20.2256279,37,27.58230019,8,NaN,NaN,NaN,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df4,216,Shepparton,216,2019-12-22T00:00:00,80,59.92778778,92,68.58301544,6,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,28,20.97472572,23,17.14575386,NaN,NaN,5,NaN,8,NaN,12,8.945611,33,24.72021294,50,37.27337646,30,22.47291946,39,29.07323456,15,11.23645973,8,NaN,6,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df5,216,Shepparton,216,2019-12-29T00:00:00,72,53.935009,80,59.6374054,11,8.24007034,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,25,18.72743225,22,16.40028572,NaN,NaN,NaN,NaN,5,NaN,8,NaN,54,40.4512558,60,44.72805405,26,19.47653008,41,30.56417084,8,NaN,NaN,NaN,9,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df6,216,Shepparton,216,2020-01-05T00:00:00,64,47.94223022,77,57.40100098,6,NaN,15,11.18201256,NaN,NaN,NaN,NaN,6,NaN,9,NaN,35,26.21840668,41,30.56417084,NaN,NaN,8,NaN,NaN,NaN,9,NaN,64,47.94223022,44,32.80057144,31,23.22201729,28,20.87309265,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df7,216,Shepparton,216,2020-01-12T00:00:00,69,51.68771744,73,54.41913223,5,NaN,15,11.18201256,NaN,NaN,NaN,NaN,NaN,NaN,17,12.67294788,35,26.21840668,38,28.32776642,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53,39.70215988,48,35.782444,28,20.97472572,32,23.8549614,6,NaN,9,NaN,8,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df8,216,Shepparton,216,2020-01-19T00:00:00,50,37.45486832,69,51.43725967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,27,20.2256279,26,19.38215637,5,NaN,NaN,NaN,6,NaN,9,NaN,40,29.96389389,52,38.76431274,39,29.21479607,28,20.87309265,9,NaN,NaN,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5df9,216,Shepparton,216,2020-01-26T00:00:00,63,47.19313049,98,73.05582428,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,6,NaN,9,NaN,34,25.46930885,49,36.52790833,NaN,NaN,11,8.20014286,10,7.49097347,8,NaN,57,42.69854736,45,33.54603958,33,24.72021294,46,34.29150772,10,7.49097347,5,NaN,6,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dfa,216,Shepparton,216,2020-02-02T00:00:00,57,42.69854736,80,59.6374054,5,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9.69107819,29,21.72382355,45,33.54603958,5,NaN,11,8.20014286,NaN,NaN,NaN,NaN,57,42.69854736,45,33.54603958,33,24.72021294,27,20.12762451,5,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dfb,216,Shepparton,216,2020-02-09T00:00:00,75,56.18230057,67,49.94632721,10,7.49097347,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,31.46208763,41,30.56417084,8,NaN,6,NaN,5,NaN,NaN,NaN,44,32.96028137,62,46.21899033,27,20.2256279,32,23.8549614,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dfc,216,Shepparton,216,2020-02-16T00:00:00,79,59.17869186,75,55.91006851,14,10.48736286,10,7.45467567,NaN,NaN,NaN,NaN,5,NaN,10,7.45467567,42,31.46208763,35,26.09136581,8,NaN,5,NaN,8,NaN,7,NaN,61,45.69493866,51,38.0188446,32,23.97111511,36,26.83683205,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dfd,216,Shepparton,216,2020-02-23T00:00:00,70,52.43681335,84,62.61927414,13,9.73826504,10,7.45467567,NaN,NaN,NaN,NaN,6,NaN,11,8.20014286,39,29.21479607,42,31.30963707,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,39,29.21479607,42,31.30963707,36,26.9675045,37,27.58230019,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dfe,217,Warrnambool and South West,217,2019-09-01T00:00:00,57,45.57775879,58,46.26675034,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,5,NaN,17,13.5609436,21,16.79180527,25,19.94256592,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,32,25.58751297,40,31.90810585,16,12.79375744,18,14.35864735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5dff,217,Warrnambool and South West,217,2019-09-08T00:00:00,52,41.5797081,70,55.83918381,12,9.59531784,10,7.97702599,NaN,NaN,NaN,NaN,12,9.59531784,17,13.5609436,27,21.58946419,34,27.12188911,5,NaN,6,NaN,5,NaN,NaN,NaN,28,22.38907433,37,29.51499748,14,11.19453716,16,12.76324177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e00,217,Warrnambool and South West,217,2019-09-15T00:00:00,51,40.78009796,57,45.46904755,6,NaN,12,9.57243156,NaN,NaN,NaN,NaN,5,NaN,12,9.57243156,20,15.99219608,31,24.72878075,NaN,NaN,NaN,NaN,5,NaN,6,NaN,21,16.79180527,43,34.30121231,8,NaN,10,7.97702599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e01,217,Warrnambool and South West,217,2019-09-22T00:00:00,54,43.17892838,68,54.24377823,7,NaN,10,7.97702599,NaN,NaN,NaN,NaN,7,NaN,11,8.77472878,23,18.39102554,20,15.95405197,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,12.79375744,22,17.54945755,15,11.9941473,14,11.16783714,5,NaN,7,NaN,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e02,217,Warrnambool and South West,217,2019-09-29T00:00:00,60,47.97658539,59,47.06445312,8,NaN,8,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,22,17.59141541,24,19.14486313,5,NaN,NaN,NaN,NaN,NaN,7,NaN,30,23.9882946,36,28.71729469,22,17.59141541,19,15.15635014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e03,217,Warrnambool and South West,217,2019-10-06T00:00:00,39,31.18478203,57,45.46904755,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9.59531784,9,NaN,28,22.38907433,21,16.75175476,5,NaN,NaN,NaN,NaN,NaN,6,NaN,26,20.78985405,34,27.12188911,13,10.39492702,13,10.37013435,NaN,NaN,6,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e04,217,Warrnambool and South West,217,2019-10-13T00:00:00,44,35.18283081,57,45.46904755,6,NaN,10,7.97702599,NaN,NaN,NaN,NaN,9,NaN,17,13.5609436,13,10.39492702,17,13.5609436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,20.78985405,31,24.72878075,17,13.59336567,11,8.77472878,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e05,217,Warrnambool and South West,217,2019-10-20T00:00:00,37,29.58556175,57,45.46904755,5,NaN,7,NaN,NaN,NaN,NaN,NaN,8,NaN,12,9.57243156,22,17.59141541,23,18.34716034,NaN,NaN,NaN,NaN,7,NaN,7,NaN,24,19.19063568,31,24.72878075,9,NaN,15,11.96553898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e06,217,Warrnambool and South West,217,2019-10-27T00:00:00,43,34.38322067,47,37.49202347,6,NaN,14,11.16783714,NaN,NaN,NaN,NaN,13,10.39492702,22,17.54945755,26,20.78985405,26,20.74026871,NaN,NaN,NaN,NaN,7,NaN,7,NaN,28,22.38907433,35,27.9195919,10,7.99609804,31,24.72878075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e07,217,Warrnambool and South West,217,2019-11-03T00:00:00,55,43.97853851,53,42.2782402,8,NaN,14,11.16783714,NaN,NaN,NaN,NaN,9,NaN,14,11.16783714,16,12.79375744,22,17.54945755,5,NaN,5,NaN,7,NaN,6,NaN,18,14.39297581,34,27.12188911,15,11.9941473,19,15.15635014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e08,217,Warrnambool and South West,217,2019-11-10T00:00:00,44,35.18283081,48,38.28972626,14,11.19453716,13,10.37013435,NaN,NaN,NaN,NaN,8,NaN,9,NaN,22,17.59141541,18,14.35864735,NaN,NaN,NaN,NaN,10,7.99609804,NaN,NaN,23,18.39102554,21,16.75175476,11,8.7957077,18,14.35864735,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e09,217,Warrnambool and South West,217,2019-11-17T00:00:00,48,38.38127136,50,39.88513184,16,12.79375744,13,10.37013435,NaN,NaN,NaN,NaN,11,8.7957077,15,11.96553898,23,18.39102554,18,14.35864735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,12.79375744,26,20.74026871,11,8.7957077,14,11.16783714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e0a,217,Warrnambool and South West,217,2019-11-24T00:00:00,36,28.78595161,52,41.48053741,9,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,19,15.19258595,35,27.9195919,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,35,27.98634338,24,19.14486313,24,19.19063568,8,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e0b,217,Warrnambool and South West,217,2019-12-01T00:00:00,43,34.38322067,48,38.28972626,15,11.9941473,10,7.97702599,NaN,NaN,NaN,NaN,7,NaN,10,7.97702599,16,12.79375744,27,21.5379715,NaN,NaN,NaN,NaN,NaN,NaN,10,7.97702599,31,24.78790474,25,19.94256592,15,11.9941473,23,18.34716034,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e0c,217,Warrnambool and South West,217,2019-12-08T00:00:00,42,33.58361053,38,30.31269836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,12,9.57243156,22,17.59141541,25,19.94256592,NaN,NaN,NaN,NaN,7,NaN,7,NaN,34,27.18673325,35,27.9195919,10,7.99609804,22,17.54945755,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e0d,217,Warrnambool and South West,217,2019-12-15T00:00:00,48,38.38127136,53,42.2782402,6,NaN,8,NaN,NaN,NaN,NaN,NaN,12,9.59531784,15,11.96553898,24,19.19063568,31,24.72878075,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,24,19.19063568,21,16.75175476,20,15.99219608,14,11.16783714,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e0e,217,Warrnambool and South West,217,2019-12-22T00:00:00,35,27.98634338,52,41.48053741,7,NaN,6,NaN,NaN,NaN,NaN,NaN,9,NaN,10,7.97702599,14,11.19453716,16,12.76324177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,12.79375744,26,20.74026871,21,16.79180527,16,12.76324177,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e0f,217,Warrnambool and South West,217,2019-12-29T00:00:00,42,33.58361053,40,31.90810585,NaN,NaN,12,9.57243156,NaN,NaN,NaN,NaN,9,NaN,13,10.37013435,17,13.59336567,22,17.54945755,5,NaN,NaN,NaN,7,NaN,8,NaN,22,17.59141541,29,23.13337517,14,11.19453716,16,12.76324177,8,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e10,217,Warrnambool and South West,217,2020-01-05T00:00:00,37,29.58556175,33,26.32418633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,18,14.39297581,20,15.95405197,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,26,20.78985405,39,31.11040115,12,9.59531784,15,11.96553898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e11,217,Warrnambool and South West,217,2020-01-12T00:00:00,24,19.19063568,33,26.32418633,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,15,11.96553898,22,17.59141541,22,17.54945755,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,38,30.38517189,27,21.5379715,28,22.38907433,10,7.97702599,8,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e12,217,Warrnambool and South West,217,2020-01-19T00:00:00,26,20.78985405,30,23.93107796,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,10.39492702,12,9.57243156,24,19.19063568,24,19.14486313,NaN,NaN,NaN,NaN,8,NaN,5,NaN,21,16.79180527,42,33.50350952,21,16.79180527,14,11.16783714,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e13,217,Warrnambool and South West,217,2020-01-26T00:00:00,32,25.58751297,37,29.51499748,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,23,18.39102554,17,13.5609436,NaN,NaN,NaN,NaN,7,NaN,5,NaN,32,25.58751297,38,30.31269836,14,11.19453716,20,15.95405197,7,NaN,NaN,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e14,217,Warrnambool and South West,217,2020-02-02T00:00:00,29,23.18868446,37,29.51499748,5,NaN,13,10.37013435,NaN,NaN,NaN,NaN,NaN,NaN,12,9.57243156,26,20.78985405,25,19.94256592,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,29,23.18868446,43,34.30121231,14,11.19453716,12,9.57243156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e15,217,Warrnambool and South West,217,2020-02-09T00:00:00,38,30.38517189,34,27.12188911,7,NaN,5,NaN,NaN,NaN,NaN,NaN,7,NaN,19,15.15635014,20,15.99219608,28,22.33567238,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,31,24.78790474,31,24.72878075,12,9.59531784,25,19.94256592,NaN,NaN,10,7.97702599,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e16,217,Warrnambool and South West,217,2020-02-16T00:00:00,53,42.37931824,39,31.11040115,15,11.9941473,9,NaN,NaN,NaN,NaN,NaN,7,NaN,13,10.37013435,25,19.99024582,20,15.95405197,NaN,NaN,5,NaN,8,NaN,NaN,NaN,31,24.78790474,27,21.5379715,13,10.39492702,23,18.34716034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e17,217,Warrnambool and South West,217,2020-02-23T00:00:00,38,30.38517189,43,34.30121231,11,8.7957077,11,8.77472878,NaN,NaN,NaN,NaN,11,8.7957077,12,9.57243156,17,13.59336567,19,15.15635014,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,22.38907433,27,21.5379715,18,14.39297581,15,11.96553898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e18,301,Brisbane - East,301,2019-09-01T00:00:00,144,60.60147095,162,67.31544495,12,5.05012274,14,5.81738377,NaN,NaN,5,NaN,15,6.31265306,22,9.14160347,51,21.46302032,33,13.7124052,NaN,NaN,5,NaN,8,NaN,NaN,NaN,86,36.19254303,81,33.65772247,51,21.46302032,40,16.62109756,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e19,301,Brisbane - East,301,2019-09-08T00:00:00,114,47.97616196,144,59.83594894,12,5.05012274,12,4.98632908,7,NaN,NaN,NaN,18,7.57518387,17,7.06396627,43,18.09627151,46,19.11426163,NaN,NaN,NaN,NaN,5,NaN,10,4.15527439,81,34.0883255,80,33.24219513,51,21.46302032,48,19.94531631,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e1a,301,Brisbane - East,301,2019-09-15T00:00:00,140,58.91809464,138,57.34278488,14,5.89180946,12,4.98632908,7,NaN,6,NaN,17,7.15434027,21,8.72607613,60,25.25061226,58,24.10059166,6,NaN,NaN,NaN,5,NaN,9,NaN,89,37.45507431,72,29.91797447,45,18.93795967,47,19.52978897,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e1b,301,Brisbane - East,301,2019-09-22T00:00:00,118,49.65953827,122,50.69434738,14,5.89180946,14,5.81738377,NaN,NaN,NaN,NaN,13,5.47096586,12,4.98632908,45,18.93795967,45,18.69873428,10,4.20843554,12,4.98632908,9,NaN,NaN,NaN,67,28.19651794,72,29.91797447,57,23.98808289,39,16.20557022,9,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e1c,301,Brisbane - East,301,2019-09-29T00:00:00,130,54.70965958,103,42.79932404,9,NaN,5,NaN,NaN,NaN,NaN,NaN,7,NaN,12,4.98632908,50,21.0421772,49,20.36084366,NaN,NaN,6,NaN,10,4.20843554,5,NaN,53,22.30470848,77,31.99561119,46,19.3588028,44,18.28320694,6,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e1d,301,Brisbane - East,301,2019-10-06T00:00:00,117,49.23869324,100,41.552742,13,5.47096586,7,NaN,NaN,NaN,5,NaN,11,4.62927914,13,5.40185642,44,18.51711655,48,19.94531631,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,93,39.13845062,73,30.33350182,39,16.41289711,42,17.45215225,NaN,NaN,11,4.57080173,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e1e,301,Brisbane - East,301,2019-10-13T00:00:00,124,52.18460083,111,46.1235466,11,4.62927914,10,4.15527439,6,NaN,6,NaN,18,7.57518387,18,7.47949362,48,20.20049095,57,23.68506241,8,NaN,5,NaN,NaN,NaN,5,NaN,78,32.82579422,86,35.73535919,43,18.09627151,52,21.60742569,5,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e1f,301,Brisbane - East,301,2019-10-20T00:00:00,127,53.4471283,92,38.22852325,15,6.31265306,5,NaN,NaN,NaN,6,NaN,8,NaN,17,7.06396627,44,18.51711655,51,21.19189835,9,NaN,14,5.81738377,8,NaN,6,NaN,76,31.98410988,72,29.91797447,36,15.15036678,43,17.8676796,NaN,NaN,11,4.57080173,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e20,301,Brisbane - East,301,2019-10-27T00:00:00,101,42.50519562,107,44.46143341,12,5.05012274,12,4.98632908,NaN,NaN,NaN,NaN,18,7.57518387,14,5.81738377,52,21.88386345,52,21.60742569,5,NaN,6,NaN,9,NaN,NaN,NaN,69,29.03820419,74,30.74902916,45,18.93795967,49,20.36084366,5,NaN,10,4.15527439,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e21,301,Brisbane - East,301,2019-11-03T00:00:00,123,51.7637558,122,50.69434738,18,7.57518387,8,NaN,NaN,NaN,NaN,NaN,22,9.25855827,16,6.64843893,41,17.25458527,45,18.69873428,9,NaN,9,NaN,NaN,NaN,11,4.57080173,76,31.98410988,89,36.98194122,43,18.09627151,54,22.43848038,7,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e22,301,Brisbane - East,301,2019-11-10T00:00:00,98,41.24266815,125,51.94092941,12,5.05012274,17,7.06396627,NaN,NaN,8,NaN,24,10.10024548,16,6.64843893,32,13.46699333,56,23.26953506,10,4.20843554,6,NaN,7,NaN,NaN,NaN,66,27.77567482,82,34.07324982,37,15.57121086,43,17.8676796,NaN,NaN,11,4.57080173,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e23,301,Brisbane - East,301,2019-11-17T00:00:00,112,47.13447571,93,38.6440506,10,4.20843554,10,4.15527439,8,NaN,NaN,NaN,12,5.05012274,18,7.47949362,36,15.15036678,42,17.45215225,9,NaN,8,NaN,11,4.62927914,10,4.15527439,84,35.35085678,74,30.74902916,47,19.77964592,58,24.10059166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e24,301,Brisbane - East,301,2019-11-24T00:00:00,108,45.45110321,87,36.15088654,19,7.99602699,10,4.15527439,NaN,NaN,5,NaN,16,6.73349667,19,7.89502096,46,19.3588028,43,17.8676796,NaN,NaN,13,5.40185642,5,NaN,12,4.98632908,70,29.45904732,83,34.48877716,52,21.88386345,50,20.776371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e25,301,Brisbane - East,301,2019-12-01T00:00:00,80,33.66748428,95,39.47510529,8,NaN,11,4.57080173,5,NaN,NaN,NaN,15,6.31265306,8,NaN,47,19.77964592,43,17.8676796,8,NaN,NaN,NaN,7,NaN,7,NaN,69,29.03820419,71,29.50244713,58,24.4089241,32,13.29687786,7,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e26,301,Brisbane - East,301,2019-12-08T00:00:00,116,48.81784821,101,41.96826935,13,5.47096586,9,NaN,9,NaN,6,NaN,13,5.47096586,16,6.64843893,42,17.67542839,56,23.26953506,5,NaN,6,NaN,9,NaN,5,NaN,72,30.30073547,84,34.9043045,38,15.99205399,49,20.36084366,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
